Numărul circumscripției electorale județene și a municipiului București,Denumirea circumscripției electorale,Denumirea formațiunii politice/Candidat independent,Pozitie Buletin,Denumirea membrului din cadrul alianței care a propus candidatul,Numele candidatului,Prenumele candidatului,Funcția pentru care candidează,Pozitie lista
24,IAŞI,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,GHEORGHIU,EDUARD,SENAT,5
24,IAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,MANEA,DUMITRU,SENAT,1
24,IAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,CĂCESCU,GHEORGHE-GABRIEL,SENAT,2
24,IAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,MELINTE,MIRELA-LUMINIȚA,SENAT,3
24,IAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,GROSU,IOAN,SENAT,4
24,IAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,IARCUCZEWICZ,KLAUS-GHEORGHE,SENAT,5
24,IAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,DIACONU,STELA-ȘTEFANIA,SENAT,6
24,IAŞI,PARTIDUL S.O.S. ROMÂNIA,12,,JEMNOSCHI,MIHAELA,SENAT,7
24,IAŞI,PATRIOȚII POPORULUI ROMÂN,19,,VOLOVĂȚ,NECULAI,SENAT,1
24,IAŞI,PATRIOȚII POPORULUI ROMÂN,19,,STAN,MIHAI,SENAT,2
24,IAŞI,PATRIOȚII POPORULUI ROMÂN,19,,CĂITAN,ELENA-MIRELA,SENAT,3
24,IAŞI,ROMÂNIA SOCIALISTĂ,18,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,POPA,EUGEN,SENAT,1
24,IAŞI,ROMÂNIA SOCIALISTĂ,18,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,ASAFTEI,LENUȚA,SENAT,2
24,IAŞI,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,13,,APETRII,BOGDAN-ALEXANDRU,SENAT,1
24,IAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,MĂRGINEAN,IOAN,SENAT,1
24,IAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,VARGA,LORAND-IULIU,SENAT,2
24,IAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,KIRÁLY,NOÉMI,SENAT,3
24,IAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,ANDRÁS,LÓRÁND,SENAT,4
24,IAŞI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,3,,PÁSZTOR,GABRIELLA-MARIA,SENAT,5
24,IAŞI,UNIUNEA SALVAȚI ROMÂNIA,4,,BODEA,MARIUS,SENAT,1
24,IAŞI,UNIUNEA SALVAȚI ROMÂNIA,4,,DOBRIN,IRINA,SENAT,2
24,IAŞI,UNIUNEA SALVAȚI ROMÂNIA,4,,SOCOLOV,RĂZVAN-VLADIMIR,SENAT,3
24,IAŞI,UNIUNEA SALVAȚI ROMÂNIA,4,,GHIȚONIC,GHEORGHE-MARIAN,SENAT,4
24,IAŞI,UNIUNEA SALVAȚI ROMÂNIA,4,,CHIRICA,ANDREI,SENAT,5
24,IAŞI,UNIUNEA SALVAȚI ROMÂNIA,4,,BICȘABI,MIOARA-CAMELIA,SENAT,6
25,ILFOV,ALIANȚA NAȚIONAL CREȘTINĂ,13,,RADU,SIMONA-GEORGIANA,SENAT,1
25,ILFOV,ALIANȚA NAȚIONAL CREȘTINĂ,13,,GHEORGHE,VALENTINO,SENAT,2
25,ILFOV,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,MIHALCEA,SERGIU-DANIEL,SENAT,1
25,ILFOV,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,ȚĂRIGRĂDEANU,GEORGETA,SENAT,2
25,ILFOV,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,CRISTESCU,MARINA-EVELYN,SENAT,3
25,ILFOV,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,ALUNGOAIE,DORIN - GABRIEL,SENAT,4
25,ILFOV,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,10,,MUȘEANU,MARIUS,SENAT,1
25,ILFOV,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,10,,MORARU,DANIELA-LAURA,SENAT,2
25,ILFOV,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,18,,ȘTEFAN,MIHAIL-ALEXANDRU,SENAT,1
25,ILFOV,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,18,,MUNTEANU,LAURA-NICOLETA,SENAT,2
25,ILFOV,FORȚA DREPTEI,2,,ROȘU-MOLDOVEANU,LIVIU-GAVRIL,SENAT,1
25,ILFOV,FORȚA DREPTEI,2,,BURUNCENCO,VICTORIA,SENAT,2
25,ILFOV,FORȚA DREPTEI,2,,MIHĂILĂ,DINU-RĂZVAN,SENAT,3
25,ILFOV,FORȚA DREPTEI,2,,SCÎNTEE,VALENTIN,SENAT,4
25,ILFOV,PARTIDUL ECOLOGIST ROMÂN,15,,TRAICU,GEORGETA-ARGENTINA,SENAT,1
25,ILFOV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,11,,BADEA,ILEANA-RUXANDRA,SENAT,1
25,ILFOV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,11,,CĂLIN,COSTEL,SENAT,2
25,ILFOV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,11,,DINU,IULIANA,SENAT,3
25,ILFOV,PARTIDUL NAȚIONAL LIBERAL,1,,PAULIUC,NICOLETA,SENAT,1
25,ILFOV,PARTIDUL NAȚIONAL LIBERAL,1,,COJOCARU,DORINA-MARIA,SENAT,2
25,ILFOV,PARTIDUL NAȚIONAL LIBERAL,1,,NECULA,CIPRIAN-RELU,SENAT,3
25,ILFOV,PARTIDUL NAȚIONAL LIBERAL,1,,MIHĂILESCU,NICOLAE-CRISTIAN,SENAT,4
25,ILFOV,PARTIDUL NOUA ROMÂNIE,21,,VOICU,ȘTEFANA,SENAT,1
25,ILFOV,PARTIDUL OAMENILOR TINERI,14,,PAVEL,TEODOR-IULIAN,SENAT,1
25,ILFOV,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,9,,TRIFU,DĂNUȚ-ANGELO,SENAT,1
25,ILFOV,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,9,,JUGUREANU,IONUȚ-ȘERBAN,SENAT,2
25,ILFOV,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,9,,GEORGESCU,ELENA-BIANCA,SENAT,3
25,ILFOV,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,9,,MĂRGĂRIT,ANDREI-IULIAN,SENAT,4
25,ILFOV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,12,,STEREA,GABRIEL,SENAT,1
25,ILFOV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,12,,TURDEAN,MARINELLA-SABINA,SENAT,2
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT,3,,CONSTANTINESCU,ANDREEA-MARINA,SENAT,1
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT,3,,BOLINTINEANU,GHEORGHE,SENAT,2
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT,3,,CHIRAN,ALEXANDRU-ADI,SENAT,3
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT,3,,CONSTANTIN,ADRIAN-CRISTIAN,SENAT,4
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,16,,LUCA,RAMON-ALIN,SENAT,1
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,16,,ENACHE,ELENA,SENAT,2
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,16,,ARMEANU,ANDREEA-VALENTINA,SENAT,3
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,16,,BRĂTULESCU,GEORGE-ADRIAN,SENAT,4
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT UNIT,7,,STRINU,ADRIANA,SENAT,1
25,ILFOV,PARTIDUL SOCIAL DEMOCRAT UNIT,7,,TĂNASE,ADRIAN,SENAT,2
25,ILFOV,PARTIDUL S.O.S. ROMÂNIA,20,,DEACONEASA,FLORIN,SENAT,1
25,ILFOV,PARTIDUL S.O.S. ROMÂNIA,20,,FLOAREA,LOREDANA-MARIANA,SENAT,2
25,ILFOV,PARTIDUL S.O.S. ROMÂNIA,20,,MARIN,RICA,SENAT,3
25,ILFOV,PARTIDUL S.O.S. ROMÂNIA,20,,STRINU,GABRIEL,SENAT,4
25,ILFOV,PATRIOȚII POPORULUI ROMÂN,8,,PREDA,IULIA-ANTOANETA,SENAT,1
25,ILFOV,ROMÂNIA SOCIALISTĂ,17,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,PURICEL,GEORGE-EMIL,SENAT,1
25,ILFOV,ROMÂNIA SOCIALISTĂ,17,PARTIDUL SOCIALIST ROMÂN,STOICA,SILVIA-ELENA,SENAT,2
25,ILFOV,ROMÂNIA SOCIALISTĂ,17,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,POLIFRON,PETRICĂ,SENAT,3
25,ILFOV,ROMÂNIA SOCIALISTĂ,17,PARTIDUL SOCIALIST ROMÂN,CONSTANTIN,JENICA,SENAT,4
25,ILFOV,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,19,,ARDELEAN,OLIMPIA,SENAT,1
25,ILFOV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,KOZMA,ANDREI,SENAT,1
25,ILFOV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,DUNEL,VALENTIN,SENAT,2
25,ILFOV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,BARABAȘ,MARILENA,SENAT,3
25,ILFOV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,SZELE,EMESE-ILONA,SENAT,4
25,ILFOV,UNIUNEA SALVAȚI ROMÂNIA,5,,PĂUN,ANA-CYNTHIA-IOANA,SENAT,1
25,ILFOV,UNIUNEA SALVAȚI ROMÂNIA,5,,DUMITRESCU,IOANA-EUGENIA,SENAT,2
25,ILFOV,UNIUNEA SALVAȚI ROMÂNIA,5,,CODREANU,ANDREI,SENAT,3
25,ILFOV,UNIUNEA SALVAȚI ROMÂNIA,5,,ROLEA,BOGDAN,SENAT,4
26,MARAMUREŞ,ALIANȚA NAȚIONAL CREȘTINĂ,7,,DINCĂ,STELIAN-EMIL,SENAT,1
26,MARAMUREŞ,ALIANȚA NAȚIONAL CREȘTINĂ,7,,CIACA,MĂDĂLINA-ANAMARIA,SENAT,2
26,MARAMUREŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,CHERTIF,COSTACHE,SENAT,1
26,MARAMUREŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,HOFER,GABRIELA,SENAT,2
26,MARAMUREŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,COSTIN,ȘTEFAN-ANDREI,SENAT,3
26,MARAMUREŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,TOMOIAGĂ,MIHAELA-ALEXANDRA,SENAT,4
26,MARAMUREŞ,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,GIURGIU,VASILE-IOAN,SENAT,5
26,MARAMUREŞ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,9,,CORNEȘTIAN,SIMION,SENAT,1
26,MARAMUREŞ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,9,,IONCE,GABRIELA-MARIA,SENAT,2
26,MARAMUREŞ,FORȚA DREPTEI,3,,ȚURA,DANIEL-VASILE,SENAT,1
26,MARAMUREŞ,FORȚA DREPTEI,3,,DRĂGUȚ,EMANUEL-PETRU,SENAT,2
26,MARAMUREŞ,FORȚA DREPTEI,3,,NEAMȚ,VASILE-MARIUS,SENAT,3
26,MARAMUREŞ,FORȚA DREPTEI,3,,LAURAN,FLORIN-VASILE,SENAT,4
26,MARAMUREŞ,FORȚA DREPTEI,3,,CRĂCIUN,ANDREEA-MARIA,SENAT,5
26,MARAMUREŞ,PARTIDUL ECOLOGIST ROMÂN,8,,RIȘCO,ION,SENAT,1
26,MARAMUREŞ,PARTIDUL ECOLOGIST ROMÂN,8,,HRIȘCĂ,ORHIDEIA,SENAT,2
26,MARAMUREŞ,PARTIDUL ECOLOGIST ROMÂN,8,,CUREU,IOAN,SENAT,3
26,MARAMUREŞ,PARTIDUL ECOLOGIST ROMÂN,8,,POP,DANIEL-VASILE,SENAT,4
26,MARAMUREŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,15,,MICLE,LIGIA-SANDA-MARINELA,SENAT,1
26,MARAMUREŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,15,,UNGUR,VIOREL,SENAT,2
26,MARAMUREŞ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,15,,GHERGHEL,CECILIA-ELENA,SENAT,3
26,MARAMUREŞ,PARTIDUL NAȚIONAL LIBERAL,1,,NICULESCU-ȚÂGÂRLAȘ,CRISTIAN-AUGUSTIN,SENAT,1
26,MARAMUREŞ,PARTIDUL NAȚIONAL LIBERAL,1,,OROS,GEORGE-ALEXANDRU,SENAT,2
26,MARAMUREŞ,PARTIDUL NAȚIONAL LIBERAL,1,,COSTIN-HENDEA,ANCA-MINODORA,SENAT,3
26,MARAMUREŞ,PARTIDUL NAȚIONAL LIBERAL,1,,TURCSIN,IOAN,SENAT,4
26,MARAMUREŞ,PARTIDUL NOUA ROMÂNIE,19,,LUCA,ADRIAN,SENAT,1
26,MARAMUREŞ,PARTIDUL OAMENILOR TINERI,16,,LIBOTEAN,LIVIU-CRISTIAN,SENAT,1
26,MARAMUREŞ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,10,,KALMAR,FLORIN-AURELIAN,SENAT,1
26,MARAMUREŞ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,10,,MARINESCU,ALEXANDRA-IOANA,SENAT,2
26,MARAMUREŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,TALPOȘ,IOAN-IUSTIN,SENAT,1
26,MARAMUREŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,ROTAR,RAREȘ-OVIDIU,SENAT,2
26,MARAMUREŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,POP,MONICA-ANTONIA,SENAT,3
26,MARAMUREŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,DUNCA,DANA-MIHAELA,SENAT,4
26,MARAMUREŞ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,18,,SĂLĂGEAN,GHEORGHE,SENAT,5
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT,2,,VLAȘIN,SORIN,SENAT,1
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT,2,,PÎRVĂNOIU,MARGARETA-IULIANA,SENAT,2
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT,2,,MAHALEAN,IOANA-MARIA,SENAT,3
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT,2,,COSMA,ALEXANDRU,SENAT,4
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT,2,,CIOCAN,MIRCEA,SENAT,5
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,HOTICO,DAN,SENAT,1
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,PĂCURAR,ALIN-RĂZVAN,SENAT,2
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,POP,SIMION,SENAT,3
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,LIHET,DORINA-IRINA,SENAT,4
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,14,,LUȚÎC,NATALIA,SENAT,5
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,20,,ABRIHAN,MARIN,SENAT,1
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,20,,SABOU,CIPRIAN-GIGEL,SENAT,2
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,20,,CADAR,FLAVIU-MARIUS,SENAT,3
26,MARAMUREŞ,PARTIDUL SOCIAL DEMOCRAT UNIT,20,,ABRIHAN,MIHAELA,SENAT,4
26,MARAMUREŞ,PARTIDUL S.O.S. ROMÂNIA,17,,MIHALI,GAVRILĂ,SENAT,1
26,MARAMUREŞ,PARTIDUL S.O.S. ROMÂNIA,17,,DUNCA,TOADER,SENAT,2
26,MARAMUREŞ,PARTIDUL S.O.S. ROMÂNIA,17,,BERTOTI,ALICE-MARCELA,SENAT,3
26,MARAMUREŞ,PARTIDUL S.O.S. ROMÂNIA,17,,POPOVICI,MIHAI,SENAT,4
26,MARAMUREŞ,PARTIDUL S.O.S. ROMÂNIA,17,,SANISZLOU,LILIANA-EMILIA,SENAT,5
26,MARAMUREŞ,PATRIOȚII POPORULUI ROMÂN,12,,VLAȘIN,SANDU-IONEL,SENAT,1
26,MARAMUREŞ,ROMÂNIA SOCIALISTĂ,11,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,BRAN,DANIEL-CRISTIAN,SENAT,1
26,MARAMUREŞ,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,13,,CHIRILĂ,OANA-ALEXANDRA,SENAT,1
26,MARAMUREŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,PINTÉR,ZSOLT-ISTVÁN,SENAT,1
26,MARAMUREŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,SARKADI-CSISZAR,LEVENTE,SENAT,2
26,MARAMUREŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,HITTER,ANNAMARIA,SENAT,3
26,MARAMUREŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,MOLNAR,ZOLTAN,SENAT,4
26,MARAMUREŞ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,SZTRIMBELY,YVONNE-EVA,SENAT,5
26,MARAMUREŞ,UNIUNEA SALVAȚI ROMÂNIA,6,,IVAN,DAN,SENAT,1
26,MARAMUREŞ,UNIUNEA SALVAȚI ROMÂNIA,6,,BAIAS,MĂNDIȚA,SENAT,2
26,MARAMUREŞ,UNIUNEA SALVAȚI ROMÂNIA,6,,POP,CLAUDIU-VASILE,SENAT,3
26,MARAMUREŞ,UNIUNEA SALVAȚI ROMÂNIA,6,,GIESSWEIN,CRISTIN,SENAT,4
26,MARAMUREŞ,UNIUNEA SALVAȚI ROMÂNIA,6,,PETROVAN,SORIN-ZAHARIA,SENAT,5
27,MEHEDINŢI,ALIANȚA NAȚIONAL CREȘTINĂ,16,,NECȘULESCU,CARMEN-LIDIA,SENAT,1
27,MEHEDINŢI,ALIANȚA NAȚIONAL CREȘTINĂ,16,,CIOBANU,CRISTIAN-IONEL,SENAT,2
27,MEHEDINŢI,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,BACIU,IONUȚ-SORIN,SENAT,1
27,MEHEDINŢI,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,MIRICĂ-PUFAN,EMIL,SENAT,2
27,MEHEDINŢI,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,TRIȚĂ-RĂESCU,SILVIA-BERTA,SENAT,3
27,MEHEDINŢI,ALIANȚA PENTRU UNIREA ROMÂNILOR,5,,STANCU,FLORIN-GEORGE,SENAT,4
27,MEHEDINŢI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,8,,VASILAN,GICU,SENAT,1
27,MEHEDINŢI,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,8,,ZAMFIR,DUMITRU,SENAT,2
27,MEHEDINŢI,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,20,,BEJINARU,IULIAN-VASILE,SENAT,1
27,MEHEDINŢI,FORȚA DREPTEI,2,,LĂPĂDAT,GHEORGHE,SENAT,1
27,MEHEDINŢI,FORȚA DREPTEI,2,,PREDA,LOREDANA-ANA,SENAT,2
27,MEHEDINŢI,FORȚA DREPTEI,2,,GUINĂ,OLIVIA,SENAT,3
27,MEHEDINŢI,FORȚA DREPTEI,2,,STĂNOIU,CRISTIAN-DAMIAN,SENAT,4
27,MEHEDINŢI,PARTIDUL LIGA ACȚIUNII NAȚIONALE,12,,ȘERBAN,AUREL,SENAT,1
27,MEHEDINŢI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,10,,DRĂGHIA,GEORGETA,SENAT,1
27,MEHEDINŢI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,10,,KESSLER,RALUCA-GEORGIA,SENAT,2
27,MEHEDINŢI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,10,,PĂNESCU,IONEL,SENAT,3
27,MEHEDINŢI,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,10,,BREAZU,GRIGORE-MINEL,SENAT,4
27,MEHEDINŢI,PARTIDUL NAȚIONAL LIBERAL,6,,FIRU,STELA,SENAT,1
27,MEHEDINŢI,PARTIDUL NAȚIONAL LIBERAL,6,,DINCĂ,ADRIAN-CONSTANTIN,SENAT,2
27,MEHEDINŢI,PARTIDUL NAȚIONAL LIBERAL,6,,TRANCOTĂ,DANIELA,SENAT,3
27,MEHEDINŢI,PARTIDUL NAȚIONAL LIBERAL,6,,COJOCARU,DORIN-IULIAN,SENAT,4
27,MEHEDINŢI,PARTIDUL NOUA ROMÂNIE,17,,ROCA,PETRU,SENAT,1
27,MEHEDINŢI,PARTIDUL OAMENILOR TINERI,11,,MERIȘANU,FLORIN-RELU,SENAT,1
27,MEHEDINŢI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,14,,DRAGOMIR,MIHAI-MARIAN,SENAT,1
27,MEHEDINŢI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,14,,DOBRE,MARIANA,SENAT,2
27,MEHEDINŢI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,14,,GRIGOROIU,DANIEL-MIRCEA,SENAT,3
27,MEHEDINŢI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,9,,ȘANDOR,OVIDIU,SENAT,1
27,MEHEDINŢI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,9,,ȘTIRB,RADU-MARCEL,SENAT,2
27,MEHEDINŢI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,9,,BLAGA,NICOLETA,SENAT,3
27,MEHEDINŢI,PARTIDUL ROMÂNIA ÎN ACȚIUNE,9,,MARIȘ,ADRIAN,SENAT,4
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT,1,,MAZILU,LIVIU-LUCIAN,SENAT,1
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT,1,,BUZATU,OANA-CONSTANTINA,SENAT,2
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT,1,,DIMA,CRISTIANA-BIANCA,SENAT,3
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT,1,,CENUȘE,CLAUDIU-ANDREI,SENAT,4
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,MAXIM,ADELINA,SENAT,1
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,NĂVLIGU,IONUȚ-MARIUS,SENAT,2
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,ANTONIE,LAURENȚIU-PETRIȘOR,SENAT,3
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,19,,VERBUNCU,CRISTIAN-LIVIU,SENAT,4
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT UNIT,18,,BOLOGA,CRISTEA,SENAT,1
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT UNIT,18,,PETROV,AURA,SENAT,2
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT UNIT,18,,CIMPOERU,ADELINA,SENAT,3
27,MEHEDINŢI,PARTIDUL SOCIAL DEMOCRAT UNIT,18,,OLTEANU,GABRIEL,SENAT,4
27,MEHEDINŢI,PARTIDUL S.O.S. ROMÂNIA,7,,ISTODE,MUGUREL-COSMIN,SENAT,1
27,MEHEDINŢI,PARTIDUL S.O.S. ROMÂNIA,7,,ACHIMESCU,NICOLAE,SENAT,2
27,MEHEDINŢI,PARTIDUL S.O.S. ROMÂNIA,7,,BOTEA,CONSTANȚA,SENAT,3
27,MEHEDINŢI,PARTIDUL S.O.S. ROMÂNIA,7,,CĂLIN,LILIANA,SENAT,4
27,MEHEDINŢI,PATRIOȚII POPORULUI ROMÂN,15,,DUMITRU,ANDREEA,SENAT,1
27,MEHEDINŢI,ROMÂNIA SOCIALISTĂ,13,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,APOSTOLESCU,NICOLAE,SENAT,1
27,MEHEDINŢI,ROMÂNIA SOCIALISTĂ,13,PARTIDUL SOCIALIST ROMÂN,RUPA-MIC,CRISTINA-NICOLETA,SENAT,2
27,MEHEDINŢI,ROMÂNIA SOCIALISTĂ,13,PARTIDUL SOCIALIST ROMÂN,BIRĂU,SILVIA,SENAT,3
27,MEHEDINŢI,ROMÂNIA SOCIALISTĂ,13,PARTIDUL SOCIALIST ROMÂN,ZAMFIRESCU,GHEORGHE,SENAT,4
27,MEHEDINŢI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,FÜLÖP,LÁSZLÓ-ZSOLT,SENAT,1
27,MEHEDINŢI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,ARROS,DÉNES,SENAT,2
27,MEHEDINŢI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,SANTA,BERNADETT,SENAT,3
27,MEHEDINŢI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,4,,SZIGYÁRTÓ,GYÖNGYI-KRISZTINA,SENAT,4
27,MEHEDINŢI,UNIUNEA SALVAȚI ROMÂNIA,3,,CHIRIAC,CLAUDIU-VALENTIN,SENAT,1
27,MEHEDINŢI,UNIUNEA SALVAȚI ROMÂNIA,3,,PĂCURARU,ELISABETA-DANIELA,SENAT,2
27,MEHEDINŢI,UNIUNEA SALVAȚI ROMÂNIA,3,,GÂRBOVAN,ALEXANDRU-MIHAI,SENAT,3
27,MEHEDINŢI,UNIUNEA SALVAȚI ROMÂNIA,3,,BIROVESCU,NICOLAE-ROMEO,SENAT,4
28,MUREŞ,ALIANȚA NAȚIONAL CREȘTINĂ,8,,VLASA,MIHAI-VALENTIN,SENAT,1
28,MUREŞ,ALIANȚA NAȚIONAL CREȘTINĂ,8,,MIHAILĂ,ALINA,SENAT,2
28,MUREŞ,ALIANȚA NAȚIONAL CREȘTINĂ,8,,BOMPA,TEODOR,SENAT,3
28,MUREŞ,ALIANȚA NAȚIONAL CREȘTINĂ,8,,LĂCĂTUȘ,CLAUDIA,SENAT,4
28,MUREŞ,ALIANȚA NAȚIONAL CREȘTINĂ,8,,PRICOPE,MARCEL,SENAT,5
