Numărul circumscripției electorale județene și a municipiului București,Denumirea circumscripției electorale,Denumirea formațiunii politice/Candidat independent,Pozitie Buletin,Denumirea membrului din cadrul alianței care a propus candidatul,Numele candidatului,Prenumele candidatului,Funcția pentru care candidează,Pozitie lista
22,HUNEDOARA,PARTIDUL NAȚIONAL LIBERAL,6,,TIRIC,CRISTIAN-IOAN,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,PARTIDUL NAȚIONAL LIBERAL,6,,ARDELEAN,NELU,CAMERA DEPUTAȚILOR,7
22,HUNEDOARA,PARTIDUL NAȚIONAL LIBERAL,6,,ALMĂȘAN,ADRIANA,CAMERA DEPUTAȚILOR,8
22,HUNEDOARA,PARTIDUL NOUA ROMÂNIE,8,,CHITIC,ADRIAN-NICU,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PARTIDUL OAMENILOR TINERI,16,,GAVRILĂ,ANAMARIA,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PARTIDUL OAMENILOR TINERI,16,,HÂRCEAGĂ,ADRIAN,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,9,,BOLD,VIORICA-DELIA,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,SUCIU,ALIN-DANIEL,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,MAREȘ,CLAUDIA-EMILIA,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,FRĂȚILESCU,BEBE,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,SĂLCUCEANU,ROXANA-IOANA,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,ENESCU,PAUL-ALEXANDRU,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,TODEA,CĂTĂLIN PAUL,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,POPESCU,SORIN-CRISTIAN,CAMERA DEPUTAȚILOR,7
22,HUNEDOARA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,15,,SMARANDA,MĂLINA-GEORGIANA,CAMERA DEPUTAȚILOR,8
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,INTOTERO,NATALIA-ELENA,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,TOMA,ILIE,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,SALAN,VIOREL,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,COȚAN,BENIAMIN,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,COBORI,GABRIELA-SORINA,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,STOICA-MARIȘ,EMIL,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,HURGOIU,LUMINIȚA-DANA,CAMERA DEPUTAȚILOR,7
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT,3,,DIMULESCU,RODICA,CAMERA DEPUTAȚILOR,8
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,GAL,IOSIF-OVIDIU,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,UNTARU,CLAUDIUS-MARCEL,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,TELELEU,LUCIA-DORINA,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,LICIU,ELENA,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,IACOB,VIOREL,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,MOLDOVAN,DANIELA-SIMONA,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,TRUȚA,ANA-DANIELA,CAMERA DEPUTAȚILOR,7
22,HUNEDOARA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,CIUBOTARIU,CARMEN-GABRIELA,CAMERA DEPUTAȚILOR,8
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,LUPAȘ,CLAUDIU-TEODOR,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,COȘARIU,PETRU-DAN,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,HANDRACHI,IZABELA-GHEORGHIANA,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,DEMEAN,VIOREL-CORNEL,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,AVRĂMONI,DARIUS-ANTONIU,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,PODINA,ROXANA-DENISA,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,DUMITRU,SIMONA-LUCI,CAMERA DEPUTAȚILOR,7
22,HUNEDOARA,PARTIDUL S.O.S. ROMÂNIA,17,,ZAHARIA,MIRELA-DANIELA,CAMERA DEPUTAȚILOR,8
22,HUNEDOARA,PATRIOȚII POPORULUI ROMÂN,11,,BOTA,SANDA-IZABEL,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,PATRIOȚII POPORULUI ROMÂN,11,,FRĂȚILĂ,MIRELA,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,PATRIOȚII POPORULUI ROMÂN,11,,RUJICI,CRISTIAN-NICOLAE,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,ROMÂNIA SOCIALISTĂ,7,PARTIDUL SOCIALIST ROMÂN,SANDU,CONSTANTIN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,13,,BORZA,ANDREI,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,13,,FATOL,SÎNZIANA-IOANA,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,PAMBUCCIAN,VARUJAN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,TERZIAN,SIRUN,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,BOGDAN-CĂUȘ-NICOLAIDES,NARINE,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA ARMENILOR DIN ROMÂNIA,31,,PAPAZIAN,PETRU,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,26,,NACOV,GHEORGHE,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,26,,TOPCIOV,PETRU,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,26,,COSILCOV,ADRIAN-SORIN,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,26,,IVANCIOV,ANA-CAROLINA,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,26,,PIȚ,DANIEL-MARIUS,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA,26,,SEHABI,PETRONELA,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,UNIUNEA CROAȚILOR DIN ROMÂNIA,20,,GHERA,GIURECI-SLOBODAN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,,FIRCZAK,IULIUS -MARIAN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,,GAL,FRANCISC-OSCAR,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,,MUREȘAN,MARIANA-SVETLANA,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,,BOJCSUK,SVETLANA-CARMEN,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,,BODNARIUC,GABRIELA-CRISTINA,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,28,,BOCICOR,MARIA,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,33,,AMET,VAROL,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,33,,OMER,METIN,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,33,,ZIADIN,ELA,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,33,,ARSLAN,OZGÜN,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,33,,VELULA,ADEL,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,BORSAI,ZOLTAN-CRISTIAN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,KUTASI,CSABA,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,PANĂ-ZRINYI,ERZSÉBET,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,POGOCSAN,FERDINAND-ZOLTAN,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,BOGDAN,ILDIKO,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,BENEDEKFI,DÁVID,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,BARTOK,RITA,CAMERA DEPUTAȚILOR,7
22,HUNEDOARA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,2,,MĂRGĂI,ZOLTÁN,CAMERA DEPUTAȚILOR,8
22,HUNEDOARA,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,29,,IBRAM,IUSEIN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,30,,MERKA,ADRIAN-MIROSLAV,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA,30,,JUCAN,IOANA-CRISTINA,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA ELENĂ DIN ROMÂNIA,23,,ZISOPOL,DRAGOȘ-GABRIEL,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA POLONEZILOR DIN ROMÂNIA,32,,LONGHER,GHERVAZEN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA POLONEZILOR DIN ROMÂNIA,32,,LONGHER,VICTORIA,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA POLONEZILOR DIN ROMÂNIA,32,,IRIȘEC,IOSEF,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA POLONEZILOR DIN ROMÂNIA,32,,ZIELONKA,ANA,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA SALVAȚI ROMÂNIA,5,,HANGAN,POLLYANNA-HANELLORE,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA SALVAȚI ROMÂNIA,5,,SECUI,ADRIAN-IULIAN,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA SALVAȚI ROMÂNIA,5,,TONCEA,EUGEN-PETRIȘOR,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA SALVAȚI ROMÂNIA,5,,BUZEȚELU,DUMITRU-CLAUDIU,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA SALVAȚI ROMÂNIA,5,,JULA-WRATTO,CAMELIA-VOICHIȚA,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,UNIUNEA SALVAȚI ROMÂNIA,5,,FIRESCU,FLORIN,CAMERA DEPUTAȚILOR,6
22,HUNEDOARA,UNIUNEA SÂRBILOR DIN ROMÂNIA,21,,CRÎSTICI,OGNEAN,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,27,,PETREȚCHI,NICOLAE-MIROSLAV,CAMERA DEPUTAȚILOR,1
22,HUNEDOARA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,27,,HORVAT,IRINA-LIUBA,CAMERA DEPUTAȚILOR,2
22,HUNEDOARA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,27,,SAUCIUC,ILIE,CAMERA DEPUTAȚILOR,3
22,HUNEDOARA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,27,,SZABO-CONDREI,MARIA,CAMERA DEPUTAȚILOR,4
22,HUNEDOARA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,27,,PASENCIUC,VASILE,CAMERA DEPUTAȚILOR,5
22,HUNEDOARA,UNIUNEA UCRAINENILOR DIN ROMÂNIA,27,,GHERMAN,LUCICA,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,ALIANȚA NAȚIONAL CREȘTINĂ,15,,DACHIN,EDWARD-ALEXANDRU,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,ALIANȚA NAȚIONAL CREȘTINĂ,15,,CINZEACĂ,ANCA,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,OANCEA,SILVIU-FLORIN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,RADU,PAROȘ-MIHĂIȚĂ,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,ALEXANDRESCU,CRISTIAN-VLAD,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,STROE,MIRELA,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,LUPEA,AURELIAN,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,ALIANȚA PENTRU UNIREA ROMÂNILOR,6,,BĂRA,VASILE,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,MOVILĂ,CONSTANTIN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,IONESCU-CORBU,ALICE,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,STOIAN,PETRUȘ,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,GHEORGHE,NICOLETA,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,BRICI,CLAUDIU-MIHAI,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,12,,GHEORGHE,MAȘICĂ,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,33,,GROSARU,IOANA,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,"ASOCIAȚIA ""LIGA ALBANEZILOR DIN ROMÂNIA""",37,,STOICA,BOGDAN-ALIN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,34,,STANCU,IONEL,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,34,,CODREANU,CRISTINA,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",32,,PĂUN,NICOLAE,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",32,,PARASCHIV,IULIAN-COSTEL,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",32,,PARASCHIV,BOGDAN-FLORIN,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",32,,GOTU,VIORICA,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",32,,PĂUN,IONUȚ-CONSTANTIN,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""",32,,VASILE,DANIEL,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,CANDIDAT INDEPENDENT,38,,CAZACU,MARINICĂ,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,35,,FEODOR,SILVIU,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,35,,ARTION,NICOLAE,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA,35,,CRĂCIUN,SVETLANA-FLORENTINA,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,11,,VIDICAN,COSMIN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,11,,IORGA,ELENA-ALEXANDRA,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA,36,,VEXLER,SILVIU,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,FORȚA DREPTEI,5,,DUBĂLARU,EUGEN-IONUȚ,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,FORȚA DREPTEI,5,,MOLDOVEANU,IONUȚ,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,FORȚA DREPTEI,5,,GÂRBĂCEA,GEORGE-MĂDĂLIN,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,FORȚA DREPTEI,5,,BUZEA,MARIAN-SORIN,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,FORȚA DREPTEI,5,,STAN,RALUCA-IONELA,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,FORȚA DREPTEI,5,,PANFIR,IULIAN-NICOLAE,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,FORUMUL CEHILOR DIN ROMÂNIA,20,,BOUDA,ȘTEFAN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,FORUMUL CEHILOR DIN ROMÂNIA,20,,MOȚEC,ȘTEFAN,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,FORUMUL CEHILOR DIN ROMÂNIA,20,,PERVULESCU,ASTRID-MARICHEN,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,19,,GANȚ,OVIDIU-VICTOR,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,19,,ȘINDILARIU,THOMAS,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,19,,ROST,ANDREA-BETTINA,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,19,,MANTA-KLEMENS,CHRISTINE,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,PARTIDUL ECOLOGIST ROMÂN,17,,BAXAN,EDUARD-ALEXANDRU,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,CIOABĂ,DORIN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,SIMION-BOERIU,ALEXANDRU,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,13,,STOIAN,RODICA-MIHAIELA,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,PARTIDUL NAȚIONAL LIBERAL,2,,SOARE,DRAGOȘ,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,PARTIDUL NAȚIONAL LIBERAL,2,,TELEHUZ,DRAGOȘ-COSTIN,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,PARTIDUL NAȚIONAL LIBERAL,2,,GHEORGHE,STELICĂ,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,PARTIDUL NAȚIONAL LIBERAL,2,,MĂIȚĂ,ION,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,PARTIDUL NAȚIONAL LIBERAL,2,,CONESCU,ANDREEA,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,PARTIDUL NAȚIONAL LIBERAL,2,,AVRAM,GEORGE-OVIDIU,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,FLOREA,ȘTEFAN-RĂZVAN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,DAN,ALEXANDRU,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,CORBU,DANA-GABRIELA,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,STECLARIU,ALEXANDRU,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,FRÎNCU,CRISTINA-MARIA,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,16,,MATACHE,IULIAN-PETRUȚ,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,LAZĂR,RAREȘ,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,BĂDIȚĂ,ALEXANDRA,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,VOLOACĂ,GEORGE-ALEXANDRU,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,NĂSTASE,MĂDĂLINA-GEORGIANA,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,TEREACĂ,CONSTANTIN-MARCIANO,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,PARTIDUL ROMÂNIA ÎN ACȚIUNE,14,,BOITAN,MARIUS-DORINEL,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT,3,,ȚINTĂ,ȘTEFAN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT,3,,DUMITRESCU,RALUCA-GIORGIANA,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT,3,,MOCIONIU,ADRIAN-NICOLAE,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT,3,,MATEI,ALEXANDRA-MIRONA,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT,3,,CIOBANU,MIHAELA-ALINA,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT,3,,LACHE,SORIN-ȘTEFAN,CAMERA DEPUTAȚILOR,6
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,DUMITRESCU,MARGARETA-DOINA,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,PARTIDUL SOCIAL DEMOCRAT UNIT,10,,PĂDUREANU,AUREL-FILARET,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,PARTIDUL S.O.S. ROMÂNIA,9,,CARAGAȚĂ,FLORIN,CAMERA DEPUTAȚILOR,1
23,IALOMIŢA,PARTIDUL S.O.S. ROMÂNIA,9,,OLTENAȘU,SORIN-GEORGE,CAMERA DEPUTAȚILOR,2
23,IALOMIŢA,PARTIDUL S.O.S. ROMÂNIA,9,,TUDORACHE,VASILICĂ,CAMERA DEPUTAȚILOR,3
23,IALOMIŢA,PARTIDUL S.O.S. ROMÂNIA,9,,NICHITA,ADRIAN,CAMERA DEPUTAȚILOR,4
23,IALOMIŢA,PARTIDUL S.O.S. ROMÂNIA,9,,VASILE,CONSTANȚA,CAMERA DEPUTAȚILOR,5
23,IALOMIŢA,PARTIDUL S.O.S. ROMÂNIA,9,,FĂTU,TUDORIȚA,CAMERA DEPUTAȚILOR,6
